file_length,empty_space,string_count,avg_str_length,str_concatenation,minified,unused_function,return_string,Class
22448,0.0,1822,1.6,18,0,3,0,Malicious
22439,0.0,1818,1.6,29,0,3,0,Malicious
22157,0.0,1753,1.62,19,0,3,0,Malicious
22213,0.0,1764,1.62,21,0,3,0,Malicious
22371,0.0,1804,1.61,21,0,3,0,Malicious
22383,0.0,1813,1.6,15,0,3,0,Malicious
22151,0.0,1752,1.62,21,0,3,0,Malicious
22383,0.0,1807,1.6,20,0,3,0,Malicious
22496,0.0,1834,1.6,19,0,3,0,Malicious
22507,0.0,1835,1.6,18,0,3,0,Malicious
22259,0.0,1779,1.61,18,0,3,0,Malicious
22384,0.0,1807,1.6,22,0,3,0,Malicious
22438,0.0,1823,1.6,23,0,3,0,Malicious
22476,0.0,1833,1.6,20,0,3,0,Malicious
22164,0.0,1758,1.62,19,0,3,0,Malicious
22155,0.0,1759,1.62,22,0,3,0,Malicious
22199,0.0,1760,1.62,21,0,3,0,Malicious
22344,0.0,1800,1.61,24,0,3,0,Malicious
22371,0.0,1804,1.61,25,0,3,0,Malicious
22289,0.0,1786,1.61,22,0,3,0,Malicious
22382,0.0,1806,1.6,19,0,3,0,Malicious
22352,0.0,1799,1.61,23,0,3,0,Malicious
22313,0.0,1786,1.61,21,0,3,0,Malicious
22247,0.0,1773,1.62,19,0,3,0,Malicious
22269,0.0,1775,1.62,21,0,3,0,Malicious
22515,0.0,1846,1.59,24,0,3,0,Malicious
22305,0.0,1787,1.61,25,0,3,0,Malicious
22499,0.0,1837,1.59,23,0,3,0,Malicious
22529,0.0,1846,1.59,21,0,3,0,Malicious
22539,0.0,1847,1.59,22,0,3,0,Malicious
22531,0.0,1844,1.59,20,0,3,0,Malicious
22425,0.0,1817,1.6,21,0,3,0,Malicious
22521,0.0,1839,1.59,22,0,3,0,Malicious
22487,0.0,1839,1.59,28,0,3,0,Malicious
22294,0.0,1787,1.61,22,0,3,0,Malicious
22169,0.0,1757,1.62,22,0,3,0,Malicious
22472,0.0,1829,1.6,23,0,3,0,Malicious
22221,0.0,1769,1.62,23,0,3,0,Malicious
22191,0.0,1765,1.62,21,0,3,0,Malicious
22205,0.0,1765,1.62,22,0,3,0,Malicious
22339,0.0,1799,1.61,19,0,3,0,Malicious
22398,0.0,1810,1.6,19,0,3,0,Malicious
22547,0.0,1848,1.59,26,0,3,0,Malicious
22246,0.0,1773,1.62,23,0,3,0,Malicious
22409,0.0,1814,1.6,23,0,3,0,Malicious
22538,0.0,1845,1.59,21,0,3,0,Malicious
22455,0.0,1827,1.6,20,0,3,0,Malicious
22333,0.0,1798,1.61,17,0,3,0,Malicious
22398,0.0,1813,1.6,23,0,3,0,Malicious
22407,0.0,1819,1.6,21,0,3,0,Malicious
22341,0.0,1800,1.61,20,0,3,0,Malicious
22261,0.0,1779,1.61,21,0,3,0,Malicious
3647,0.03,211,4.24,224,1,0,0,Malicious
3770,0.03,222,3.94,235,1,0,0,Malicious
2218,0.04,212,4.06,225,1,0,0,Malicious
2248,0.04,224,3.9,237,1,0,0,Malicious
2965,0.08,17,143.71,9,1,0,0,Malicious
2132,0.05,215,4.01,228,1,0,0,Malicious
2173,0.05,219,3.96,232,1,0,0,Malicious
3944,0.08,34,16.85,61,0,9,1,Malicious
2262,0.04,217,4.07,230,1,0,0,Malicious
3942,0.08,34,16.85,61,0,9,1,Malicious
3943,0.08,34,16.85,61,0,9,1,Malicious
22510,0.0,1842,1.59,20,0,3,0,Malicious
22450,0.0,1830,1.6,17,0,3,0,Malicious
2232,0.04,224,3.85,237,1,0,0,Malicious
3945,0.08,34,16.85,61,0,9,1,Malicious
3941,0.08,34,16.85,61,0,9,1,Malicious
4397,0.08,40,16.68,64,0,9,1,Malicious
4474,0.08,42,15.83,66,0,9,1,Malicious
8000,0.12,160,3.52,108,1,1,0,Malicious
4473,0.08,42,15.83,66,0,9,1,Malicious
4878,0.08,43,15.51,67,0,9,4,Malicious
4395,0.08,40,16.68,64,0,9,1,Malicious
4475,0.08,42,15.83,66,0,9,1,Malicious
4396,0.08,40,16.68,64,0,9,1,Malicious
8472,0.12,167,3.4,113,1,1,0,Malicious
4476,0.08,42,15.83,66,0,9,1,Malicious
10925,0.16,567,1.27,409,1,1,0,Malicious
4584,0.07,43,15.37,67,0,9,1,Malicious
9713,0.16,424,1.52,281,1,1,0,Malicious
10499,0.16,475,1.51,319,1,1,0,Malicious
9728,0.17,430,1.5,291,1,1,0,Malicious
11164,0.16,578,1.22,419,1,1,0,Malicious
10857,0.16,501,1.53,331,1,1,0,Malicious
9800,0.16,442,1.65,294,1,1,0,Malicious
4585,0.07,43,15.37,67,0,9,1,Malicious
9886,0.17,447,1.51,294,1,1,0,Malicious
10839,0.16,537,1.25,385,1,1,0,Malicious
10998,0.16,564,1.24,405,1,1,0,Malicious
10689,0.16,496,1.59,335,1,1,0,Malicious
4582,0.07,43,15.37,67,0,9,1,Malicious
10611,0.16,503,1.34,341,1,1,0,Malicious
10325,0.17,466,1.47,312,1,1,0,Malicious
10862,0.16,491,1.43,335,1,1,0,Malicious
10005,0.16,475,1.39,326,1,1,0,Malicious
9514,0.16,440,1.46,304,1,1,0,Malicious
9588,0.16,435,1.37,294,1,1,0,Malicious
10672,0.17,500,1.25,344,1,1,0,Malicious
10192,0.16,480,1.38,336,1,1,0,Malicious
10636,0.16,480,1.51,323,1,1,0,Malicious
10074,0.17,453,1.51,302,1,1,0,Malicious
9792,0.17,434,1.47,292,1,1,0,Malicious
11055,0.17,502,1.43,341,1,1,0,Malicious
4583,0.07,43,15.37,67,0,9,1,Malicious
10012,0.16,469,1.33,319,1,1,0,Malicious
10448,0.17,463,1.41,308,1,1,0,Malicious
10158,0.17,445,1.38,292,1,1,0,Malicious
11077,0.17,504,1.38,337,1,1,0,Malicious
9873,0.16,459,1.38,317,1,1,0,Malicious
7460,0.11,350,12.77,138,0,1,0,Malicious
10689,0.16,535,1.29,383,1,1,0,Malicious
10119,0.16,452,1.5,298,1,1,0,Malicious
9782,0.17,440,1.34,303,1,1,0,Malicious
7496,0.11,348,12.92,130,0,1,0,Malicious
10582,0.17,478,1.43,323,1,1,0,Malicious
9741,0.17,446,1.65,296,1,1,0,Malicious
9602,0.17,418,1.41,275,1,1,0,Malicious
11208,0.16,592,1.24,434,1,1,0,Malicious
9837,0.17,432,1.43,288,1,1,0,Malicious
10615,0.17,480,1.37,316,1,1,0,Malicious
10783,0.17,478,1.37,324,1,1,0,Malicious
10424,0.17,503,1.36,350,1,1,0,Malicious
10864,0.16,516,1.35,364,1,1,0,Malicious
10361,0.17,455,1.32,306,1,1,0,Malicious
12727,0.16,636,1.32,462,1,1,0,Malicious
11659,0.16,610,1.16,441,1,1,0,Malicious
8194,0.1,418,11.85,148,0,1,0,Malicious
11567,0.16,589,1.15,439,1,1,0,Malicious
10576,0.17,478,1.44,319,1,1,0,Malicious
10817,0.17,486,1.42,325,1,1,0,Malicious
10016,0.16,488,1.44,340,1,1,0,Malicious
9841,0.17,440,1.53,293,1,1,0,Malicious
11336,0.16,615,1.28,448,1,1,0,Malicious
10147,0.17,455,1.51,310,1,1,0,Malicious
10504,0.17,468,1.35,315,1,1,0,Malicious
10538,0.16,501,1.4,356,1,1,0,Malicious
10083,0.16,448,1.46,292,1,1,0,Malicious
10225,0.16,495,1.42,350,1,1,0,Malicious
10018,0.17,447,1.52,302,1,1,0,Malicious
11354,0.16,536,1.26,378,1,1,0,Malicious
11148,0.17,516,1.23,362,1,1,0,Malicious
9924,0.16,443,1.53,295,1,1,0,Malicious
4586,0.07,43,15.37,67,0,9,1,Malicious
11311,0.16,519,1.48,354,1,1,0,Malicious
10929,0.16,532,1.38,377,1,1,0,Malicious
10288,0.17,458,1.42,310,1,1,0,Malicious
9672,0.16,459,1.4,316,1,1,0,Malicious
7390,0.11,344,12.84,133,0,1,0,Malicious
11255,0.16,563,1.34,396,1,1,0,Malicious
10614,0.16,492,1.31,345,1,1,0,Malicious
10009,0.16,484,1.26,342,1,1,0,Malicious
9580,0.17,424,1.47,285,1,1,0,Malicious
10548,0.16,517,1.41,365,1,1,0,Malicious
10186,0.17,458,1.54,306,1,1,0,Malicious
10831,0.17,491,1.47,342,1,1,0,Malicious
10945,0.16,552,1.29,404,1,1,0,Malicious
7448,0.11,355,12.5,148,0,1,0,Malicious
11004,0.17,491,1.34,333,1,1,0,Malicious
11595,0.16,555,1.28,397,1,1,0,Malicious
10523,0.16,485,1.3,338,1,1,0,Malicious
11641,0.17,556,1.25,399,1,1,0,Malicious
9717,0.16,472,1.35,337,1,1,0,Malicious
11082,0.16,554,1.4,384,1,1,0,Malicious
10413,0.17,478,1.5,321,1,1,0,Malicious
10430,0.17,462,1.41,309,1,1,0,Malicious
10131,0.17,449,1.48,306,1,1,0,Malicious
10222,0.16,488,1.35,337,1,1,0,Malicious
10492,0.17,466,1.41,320,1,1,0,Malicious
10860,0.16,547,1.2,387,1,1,0,Malicious
10994,0.16,528,1.22,380,1,1,0,Malicious
9719,0.17,428,1.47,285,1,1,0,Malicious
10437,0.16,468,1.44,312,1,1,0,Malicious
7282,0.11,335,12.95,128,0,1,0,Malicious
9928,0.16,464,1.38,318,1,1,0,Malicious
7626,0.11,365,12.53,136,0,1,0,Malicious
10467,0.16,502,1.32,348,1,1,0,Malicious
9871,0.17,442,1.56,291,1,1,0,Malicious
9597,0.17,438,1.33,300,1,1,0,Malicious
7406,0.11,341,13.02,126,0,1,0,Malicious
10219,0.16,463,1.51,307,1,1,0,Malicious
10056,0.17,443,1.5,295,1,1,0,Malicious
10622,0.16,491,1.3,339,1,1,0,Malicious
11102,0.16,563,1.28,403,1,1,0,Malicious
11309,0.16,579,1.23,418,1,1,0,Malicious
10386,0.17,468,1.41,316,1,1,0,Malicious
10775,0.17,489,1.5,327,1,1,0,Malicious
11242,0.16,594,1.24,429,1,1,0,Malicious
10445,0.17,468,1.46,316,1,1,0,Malicious
10383,0.17,455,1.42,313,1,1,0,Malicious
9565,0.17,417,1.44,276,1,1,0,Malicious
11223,0.17,515,1.5,343,1,1,0,Malicious
10291,0.17,466,1.45,314,1,1,0,Malicious
10259,0.16,508,1.26,356,1,1,0,Malicious
10461,0.17,481,1.53,315,1,1,0,Malicious
22342,0.0,1796,1.61,29,0,3,0,Malicious
10747,0.17,500,1.26,352,1,1,0,Malicious
10116,0.17,464,1.52,304,1,1,0,Malicious
10929,0.17,500,1.44,336,1,1,0,Malicious
11264,0.16,546,1.26,388,1,1,0,Malicious
10626,0.16,551,1.3,402,1,1,0,Malicious
10672,0.16,516,1.24,362,1,1,0,Malicious
9716,0.17,433,1.57,289,1,1,0,Malicious
11149,0.16,559,1.23,411,1,1,0,Malicious
11031,0.16,510,1.51,337,1,1,0,Malicious
10557,0.16,494,1.34,347,1,1,0,Malicious
10356,0.17,469,1.43,315,1,1,0,Malicious
10741,0.16,528,1.37,366,1,1,0,Malicious
9887,0.16,473,1.25,331,1,1,0,Malicious
7535,0.11,361,12.47,136,0,1,0,Malicious
11335,0.16,566,1.37,407,1,1,0,Malicious
10516,0.17,474,1.44,325,1,1,0,Malicious
7356,0.11,341,12.88,130,0,1,0,Malicious
10316,0.17,483,1.36,333,1,1,0,Malicious
10206,0.17,465,1.59,309,1,1,0,Malicious
9877,0.17,448,1.59,293,1,1,0,Malicious
8892,0.17,388,1.39,260,1,1,0,Malicious
11170,0.17,512,1.43,350,1,1,0,Malicious
10369,0.17,455,1.33,311,1,1,0,Malicious
10683,0.17,489,1.43,328,1,1,0,Malicious
10776,0.16,519,1.31,364,1,1,0,Malicious
7616,0.11,361,12.66,133,0,1,0,Malicious
9920,0.17,435,1.42,292,1,1,0,Malicious
9570,0.17,415,1.37,277,1,1,0,Malicious
11514,0.16,534,1.48,365,1,1,0,Malicious
10096,0.17,449,1.49,303,1,1,0,Malicious
7471,0.11,348,12.88,132,0,1,0,Malicious
9864,0.16,464,1.3,329,1,1,0,Malicious
10832,0.17,492,1.51,330,1,1,0,Malicious
11639,0.17,530,1.39,360,1,1,0,Malicious
10322,0.16,507,1.38,357,1,1,0,Malicious
10461,0.16,493,1.35,345,1,1,0,Malicious
11227,0.16,554,1.22,399,1,1,0,Malicious
10114,0.16,509,1.24,365,1,1,0,Malicious
10640,0.17,488,1.5,330,1,1,0,Malicious
10459,0.17,463,1.41,314,1,1,0,Malicious
10839,0.16,527,1.33,369,1,1,0,Malicious
9851,0.17,430,1.42,285,1,1,0,Malicious
7591,0.11,356,12.82,131,0,1,0,Malicious
10977,0.17,501,1.44,337,1,1,0,Malicious
10041,0.17,455,1.53,308,1,1,0,Malicious
9921,0.17,462,1.6,307,1,1,0,Malicious
10850,0.17,489,1.43,332,1,1,0,Malicious
10836,0.16,484,1.45,329,1,1,0,Malicious
10364,0.16,508,1.32,351,1,1,0,Malicious
7460,0.11,341,13.17,126,0,1,0,Malicious
9952,0.16,442,1.5,297,1,1,0,Malicious
9814,0.16,435,1.53,283,1,1,0,Malicious
7450,0.11,348,12.81,135,0,1,0,Malicious
10002,0.17,447,1.42,300,1,1,0,Malicious
10933,0.16,578,1.3,423,1,1,0,Malicious
11212,0.16,577,1.25,415,1,1,0,Malicious
7529,0.11,357,12.62,130,0,1,0,Malicious
11380,0.17,518,1.45,355,1,1,0,Malicious
4287,0.16,148,2.78,84,1,1,0,Malicious
4136,0.16,138,2.99,79,1,1,0,Malicious
4216,0.16,148,2.78,81,1,1,0,Malicious
4656,0.16,169,2.54,96,1,1,0,Malicious
4286,0.16,148,2.81,85,1,1,0,Malicious
9323,0.16,443,1.47,295,1,1,0,Malicious
4648,0.16,167,2.56,98,1,1,0,Malicious
4417,0.16,153,2.77,88,1,1,0,Malicious
3898,0.16,133,3.11,71,1,1,0,Malicious
4389,0.16,155,2.65,88,1,1,0,Malicious
4147,0.16,140,3.01,76,1,1,0,Malicious
8100,0.1,455,10.35,175,0,1,0,Malicious
7772,0.11,391,11.85,155,0,1,0,Malicious
7846,0.1,425,10.72,165,0,1,0,Malicious
4470,0.16,158,2.65,90,1,1,0,Malicious
4266,0.16,150,2.73,88,1,1,0,Malicious
4722,0.07,47,14.06,70,0,9,2,Malicious
3929,0.16,131,3.11,70,1,1,0,Malicious
10256,0.16,482,1.38,331,1,1,0,Malicious
7652,0.11,366,12.56,144,0,1,0,Malicious
3636,0.16,118,3.4,64,1,1,0,Malicious
4592,0.16,164,2.59,95,1,1,0,Malicious
4723,0.07,47,14.06,70,0,9,2,Malicious
4058,0.16,138,2.99,79,1,1,0,Malicious
10255,0.16,477,1.39,335,1,1,0,Malicious
4427,0.16,154,2.74,87,1,1,0,Malicious
10361,0.17,464,1.46,314,1,1,0,Malicious
3971,0.16,130,3.24,73,1,1,0,Malicious
4575,0.16,162,2.57,93,1,1,0,Malicious
10812,0.16,529,1.19,379,1,1,0,Malicious
4091,0.16,140,2.94,79,1,1,0,Malicious
10809,0.17,487,1.47,335,1,1,0,Malicious
3596,0.16,119,3.34,62,1,1,0,Malicious
4141,0.16,140,2.94,78,1,1,0,Malicious
4219,0.16,145,2.83,81,1,1,0,Malicious
3975,0.16,134,3.07,77,1,1,0,Malicious
3773,0.16,122,3.32,65,1,1,0,Malicious
4721,0.07,47,14.06,70,0,9,2,Malicious
3835,0.16,127,3.25,71,1,1,0,Malicious
3707,0.16,123,3.25,65,1,1,0,Malicious
9682,0.17,424,1.43,278,1,1,0,Malicious
4174,0.16,144,2.89,78,1,1,0,Malicious
4437,0.16,155,2.73,87,1,1,0,Malicious
4630,0.16,165,2.59,96,1,1,0,Malicious
7984,0.1,438,10.61,162,0,1,0,Malicious
4321,0.16,147,2.82,85,1,1,0,Malicious
3963,0.16,135,3.06,75,1,1,0,Malicious
4373,0.16,154,2.73,90,1,1,0,Malicious
3946,0.16,130,3.14,71,1,1,0,Malicious
8056,0.1,441,10.68,163,0,1,0,Malicious
8050,0.1,436,10.82,161,0,1,0,Malicious
8104,0.1,444,10.68,161,0,1,0,Malicious
4288,0.16,149,2.79,86,1,1,0,Malicious
4315,0.16,150,2.74,85,1,1,0,Malicious
7959,0.1,435,10.65,162,0,1,0,Malicious
11099,0.16,531,1.29,371,1,1,0,Malicious
10384,0.17,466,1.41,312,1,1,0,Malicious
8310,0.1,470,10.34,169,0,1,0,Malicious
7637,0.11,361,12.73,138,0,1,0,Malicious
4360,0.16,151,2.81,84,1,1,0,Malicious
3902,0.16,133,3.04,72,1,1,0,Malicious
4526,0.16,158,2.62,91,1,1,0,Malicious
4268,0.16,148,2.78,82,1,1,0,Malicious
10649,0.17,484,1.45,327,1,1,0,Malicious
4236,0.16,148,2.85,81,1,1,0,Malicious
3850,0.16,127,3.17,70,1,1,0,Malicious
3930,0.16,133,3.23,74,1,1,0,Malicious
4102,0.16,137,2.96,76,1,1,0,Malicious
4167,0.16,143,2.94,78,1,1,0,Malicious
7607,0.11,362,12.61,141,0,1,0,Malicious
4498,0.16,159,2.6,88,1,1,0,Malicious
4720,0.07,47,14.06,70,0,9,2,Malicious
4388,0.16,152,2.74,84,1,1,0,Malicious
10162,0.16,483,1.37,343,1,1,0,Malicious
4247,0.16,147,2.86,82,1,1,0,Malicious
4123,0.16,143,2.92,78,1,1,0,Malicious
8074,0.1,448,10.5,168,0,1,0,Malicious
4318,0.16,149,2.75,84,1,1,0,Malicious
4437,0.16,156,2.69,90,1,1,0,Malicious
10657,0.16,562,1.25,398,1,1,0,Malicious
3998,0.16,135,3.01,73,1,1,0,Malicious
10438,0.17,471,1.48,317,1,1,0,Malicious
3711,0.16,124,3.31,69,1,1,0,Malicious
4056,0.16,140,2.89,79,1,1,0,Malicious
7934,0.1,437,10.53,166,0,1,0,Malicious
4385,0.16,152,2.74,88,1,1,0,Malicious
9957,0.17,443,1.49,298,1,1,0,Malicious
4334,0.16,152,2.73,85,1,1,0,Malicious
10925,0.16,608,1.14,453,1,1,0,Malicious
4306,0.16,149,2.83,84,1,1,0,Malicious
3900,0.16,132,3.02,72,1,1,0,Malicious
4263,0.16,150,2.67,82,1,1,0,Malicious
8106,0.1,441,10.79,161,0,1,0,Malicious
10323,0.16,488,1.4,340,1,1,0,Malicious
4023,0.16,136,2.97,75,1,1,0,Malicious
10997,0.16,516,1.61,346,1,1,0,Malicious
4190,0.16,142,2.89,79,1,1,0,Malicious
4906,0.16,177,2.39,106,1,1,0,Malicious
10047,0.16,467,1.36,324,1,1,0,Malicious
4177,0.16,143,2.85,81,1,1,0,Malicious
13625,0.04,1307,3.58,1470,1,0,0,Malicious
4586,0.16,163,2.58,93,1,1,0,Malicious
4251,0.16,147,2.83,84,1,1,0,Malicious
4385,0.16,152,2.7,83,1,1,0,Malicious
4331,0.16,150,2.75,89,1,1,0,Malicious
11700,0.17,539,1.42,374,1,1,0,Malicious
4227,0.16,144,2.85,82,1,1,0,Malicious
10478,0.16,524,1.26,377,1,1,0,Malicious
4694,0.16,167,2.54,95,1,1,0,Malicious
4137,0.16,140,2.89,77,1,1,0,Malicious
4122,0.16,140,2.89,78,1,1,0,Malicious
7334,0.11,332,13.23,125,0,1,0,Malicious
7397,0.11,349,12.61,139,0,1,0,Malicious
4599,0.16,161,2.58,92,1,1,0,Malicious
4202,0.16,145,2.85,84,1,1,0,Malicious
7659,0.11,364,12.65,131,0,1,0,Malicious
8231,0.1,466,10.29,171,0,1,0,Malicious
10117,0.16,461,1.56,296,1,1,0,Malicious
4417,0.16,158,2.69,90,1,1,0,Malicious
4450,0.16,156,2.72,88,1,1,0,Malicious
4179,0.16,140,2.97,77,1,1,0,Malicious
8026,0.1,443,10.54,165,0,1,0,Malicious
4530,0.16,157,2.64,89,1,1,0,Malicious
4243,0.16,143,2.86,81,1,1,0,Malicious
4452,0.16,156,2.67,88,1,1,0,Malicious
3982,0.16,134,3.03,73,1,1,0,Malicious
4212,0.16,145,2.84,82,1,1,0,Malicious
8007,0.1,438,10.66,162,0,1,0,Malicious
3611,0.16,116,3.41,63,1,1,0,Malicious
4075,0.16,137,2.97,75,1,1,0,Malicious
11633,0.17,522,1.34,365,1,1,0,Malicious
4361,0.16,158,2.7,92,1,1,0,Malicious
4090,0.16,140,3.04,80,1,1,0,Malicious
4334,0.16,152,2.74,86,1,1,0,Malicious
10343,0.17,468,1.51,316,1,1,0,Malicious
8003,0.1,436,10.71,159,0,1,0,Malicious
8050,0.1,449,10.43,173,0,1,0,Malicious
4108,0.16,139,2.94,78,1,1,0,Malicious
4302,0.16,152,2.73,86,1,1,0,Malicious
3941,0.16,132,3.17,72,1,1,0,Malicious
8169,0.1,455,10.49,165,0,1,0,Malicious
6763,0.02,28,175.71,107,0,9,0,Malicious
2571,0.09,36,9.44,7,0,1,0,Malicious
2453,0.09,37,8.95,8,0,1,0,Malicious
6961,0.02,30,163.83,102,0,8,0,Malicious
2566,0.09,36,9.08,7,0,1,0,Malicious
2465,0.09,36,9.53,7,0,1,0,Malicious
2523,0.09,36,9.36,7,0,1,0,Malicious
7086,0.02,26,195.58,102,0,9,0,Malicious
2530,0.09,36,9.33,7,0,1,0,Malicious
2517,0.09,36,9.44,7,0,1,0,Malicious
2421,0.09,36,9.28,7,0,1,0,Malicious
2505,0.09,36,9.22,7,0,1,0,Malicious
6149,0.02,28,162.25,99,0,8,0,Malicious
2507,0.09,36,9.5,7,0,1,0,Malicious
2574,0.09,37,9.35,8,0,1,0,Malicious
2567,0.09,36,9.56,7,0,1,0,Malicious
2524,0.09,36,9.36,7,0,1,0,Malicious
2501,0.09,36,9.56,7,0,1,0,Malicious
2571,0.09,36,9.28,7,0,1,0,Malicious
2553,0.09,36,9.44,7,0,1,0,Malicious
2481,0.09,36,9.39,7,0,1,0,Malicious
2426,0.09,36,9.5,7,0,1,0,Malicious
6830,0.03,30,160.6,102,0,7,0,Malicious
2512,0.09,36,9.53,7,0,1,0,Malicious
2525,0.09,36,9.42,7,0,1,0,Malicious
6089,0.13,245,15.18,89,0,1,0,Malicious
2521,0.09,36,9.56,7,0,1,0,Malicious
2500,0.09,36,9.42,7,0,1,0,Malicious
6088,0.13,250,14.8,90,0,1,0,Malicious
2460,0.09,36,9.5,7,0,1,0,Malicious
6057,0.13,248,14.83,95,0,1,0,Malicious
2495,0.09,37,8.97,8,0,1,0,Malicious
7014,0.02,32,158.28,108,0,8,0,Malicious
7034,0.02,24,207.42,101,0,10,0,Malicious
2470,0.09,36,9.47,7,0,1,0,Malicious
2486,0.09,36,9.33,7,0,1,0,Malicious
2452,0.09,36,9.31,7,0,1,0,Malicious
2516,0.09,36,9.58,7,0,1,0,Malicious
2501,0.09,36,9.42,7,0,1,0,Malicious
2487,0.09,36,9.61,7,0,1,0,Malicious
6344,0.03,28,161.75,98,0,8,0,Malicious
2561,0.09,36,9.56,7,0,1,0,Malicious
6840,0.03,25,193.92,101,0,9,0,Malicious
